year,engine size,automatic transmission,mileage,fuel type,tax,mpg,price
2017,1.0,no,11300.0,petrol,145.0,64.2,8999.0
2016,1.5,no,23112.0,diesel,20.0,68.9,8999.0
2015,1.6,no,41576.0,diesel,0.0,74.3,8999.0
2016,1.5,no,65920.0,diesel,0.0,74.3,8999.0
2016,1.5,no,8381.0,diesel,0.0,78.5,8999.0
2010,3.0,yes,59777.0,petrol,265.0,35.8,9000.0
2016,1.6,no,24966.0,petrol,200.0,40.9,9000.0
2018,1.4,no,7010.0,petrol,145.0,43.5,9000.0
2017,1.5,no,25744.0,petrol,150.0,44.8,9000.0
2015,2.0,no,57547.0,diesel,145.0,46.3,9000.0
2017,1.4,no,7283.0,petrol,145.0,47.9,9000.0
2017,1.4,no,33135.0,petrol,145.0,51.4,9000.0
2016,1.0,no,39000.0,petrol,125.0,53.3,9000.0
2016,1.2,no,12944.0,petrol,125.0,54.3,9000.0
2015,2.0,no,90720.0,diesel,125.0,56.5,9000.0
2019,1.0,no,6800.0,petrol,145.0,56.5,9000.0
2014,1.0,yes,22311.0,petrol,0.0,57.7,9000.0
2018,1.2,no,10920.0,petrol,145.0,57.7,9000.0
2017,1.0,no,19875.0,petrol,145.0,58.9,9000.0
2015,1.2,no,34457.0,petrol,20.0,60.1,9000.0
2013,2.0,no,58024.0,diesel,30.0,61.4,9000.0
2015,1.6,no,29600.0,diesel,30.0,62.7,9000.0
2016,1.0,no,40789.0,petrol,20.0,62.8,9000.0
2015,2.0,yes,89343.0,diesel,30.0,62.8,9000.0
2017,1.1,no,13532.0,petrol,145.0,64.2,9000.0
2018,1.1,no,29033.0,petrol,145.0,64.2,9000.0
2016,1.0,no,33206.0,petrol,0.0,65.7,9000.0
2018,1.0,no,49015.0,petrol,145.0,65.7,9000.0
2017,1.0,no,4467.0,petrol,150.0,68.9,9000.0
2017,1.5,no,64195.0,diesel,145.0,74.3,9000.0
2016,1.6,no,28041.0,diesel,0.0,74.3,9020.0
2017,1.5,no,24000.0,diesel,0.0,74.3,9030.0
2016,1.5,no,53177.0,diesel,0.0,78.5,9100.0
2017,1.0,no,31889.0,petrol,150.0,53.3,9120.0
2016,1.6,no,17656.0,diesel,20.0,72.4,9125.0
2015,1.6,no,53702.0,diesel,0.0,78.5,9140.0
2016,1.0,no,17933.0,petrol,20.0,64.2,9149.0
2017,1.4,no,9000.0,petrol,145.0,55.4,9150.0
2017,1.5,no,31413.0,petrol,145.0,58.9,9150.0
2017,1.0,no,32023.0,petrol,145.0,65.7,9150.0
2017,1.5,no,25000.0,petrol,145.0,56.5,9169.0
2017,1.0,no,45000.0,petrol,20.0,62.8,9171.0
2017,1.5,no,41984.0,diesel,20.0,68.9,9171.0
2017,1.0,no,16000.0,petrol,145.0,58.9,9190.0
2015,1.4,yes,6000.0,petrol,145.0,47.1,9195.0
2019,1.0,no,8183.0,petrol,145.0,57.7,9195.0
2019,1.0,no,9623.0,petrol,145.0,57.7,9195.0
2017,1.0,no,14973.0,petrol,145.0,65.7,9195.0
2015,1.6,no,52319.0,diesel,0.0,80.7,9199.0
2017,1.0,no,17166.0,petrol,125.0,52.3,9200.0
2013,2.0,yes,83944.0,diesel,125.0,60.1,9200.0
2014,1.0,no,13462.0,petrol,0.0,65.7,9200.0
2017,1.0,no,32463.0,petrol,0.0,65.7,9200.0
2017,1.4,no,27000.0,petrol,125.0,51.4,9222.0
2016,1.2,yes,47527.0,petrol,20.0,60.1,9226.0
2016,1.2,no,23912.0,petrol,20.0,60.1,9230.0
2018,1.4,no,9526.0,petrol,145.0,43.5,9250.0
2018,1.4,no,7222.0,petrol,150.0,43.5,9250.0
2010,3.0,yes,105000.0,diesel,235.0,43.5,9250.0
2018,1.2,no,10140.0,petrol,145.0,58.9,9250.0
2016,1.5,no,51552.0,diesel,0.0,74.3,9250.0
2013,1.6,no,31368.0,petrol,145.0,47.9,9270.0
2017,1.0,no,30160.0,petrol,0.0,65.7,9271.0
2019,1.2,no,9266.0,petrol,145.0,47.9,9279.0
2016,1.6,no,13151.0,petrol,200.0,40.9,9280.0
2018,1.0,no,7900.0,petrol,145.0,57.7,9280.0
2012,2.0,no,94547.0,petrol,235.0,38.7,9290.0
2019,1.0,no,9211.0,petrol,145.0,57.7,9290.0
2017,1.5,no,20722.0,petrol,145.0,58.9,9290.0
2018,1.0,no,21454.0,petrol,145.0,65.7,9290.0
2014,1.6,no,30000.0,diesel,0.0,68.9,9290.0
2019,1.2,no,7117.0,petrol,145.0,47.9,9291.0
2019,1.0,no,2000.0,petrol,145.0,49.6,9295.0
2016,1.2,no,34455.0,petrol,125.0,52.3,9295.0
2014,1.7,yes,13464.0,diesel,150.0,53.3,9295.0
2016,1.3,no,23965.0,petrol,30.0,55.0,9295.0
2017,1.4,no,12474.0,petrol,30.0,55.4,9295.0
2015,1.6,no,47904.0,diesel,125.0,56.5,9295.0
2016,1.2,no,33733.0,petrol,20.0,60.1,9295.0
2019,1.0,no,7000.0,petrol,145.0,60.1,9295.0
2016,1.0,no,10476.0,petrol,0.0,65.7,9295.0
2017,1.0,no,16182.0,petrol,0.0,65.7,9295.0
2015,1.5,no,80900.0,diesel,20.0,68.9,9295.0
2017,1.0,no,16811.0,petrol,0.0,68.9,9296.0
2015,1.4,yes,9382.0,petrol,145.0,47.9,9298.0
2018,1.0,no,8602.0,petrol,150.0,56.5,9298.0
2018,1.0,no,8031.0,petrol,145.0,57.7,9298.0
2018,1.0,no,11701.0,petrol,145.0,57.7,9298.0
2015,1.2,no,19861.0,petrol,20.0,60.1,9298.0
2018,1.0,no,20369.0,petrol,145.0,65.7,9298.0
2016,1.6,no,29412.0,diesel,0.0,78.4,9298.0
2017,1.4,no,35082.0,petrol,145.0,51.4,9299.0
2016,1.0,no,16228.0,petrol,20.0,62.8,9299.0
2016,1.5,no,26805.0,diesel,0.0,74.3,9299.0
2016,1.5,no,18328.0,diesel,0.0,88.3,9299.0
2015,1.6,no,22198.0,diesel,30.0,61.4,9300.0
2017,1.2,no,22471.0,petrol,125.0,54.3,9350.0
2013,2.0,no,47485.0,diesel,160.0,51.4,9380.0
2019,1.4,no,3575.0,petrol,145.0,43.5,9388.0
2018,1.1,no,20834.0,petrol,145.0,55.4,9390.0
2017,1.0,yes,2497.0,petrol,145.0,64.2,9395.0
2018,1.0,no,8951.0,petrol,145.0,68.9,9395.0
2015,1.4,no,52200.0,petrol,30.0,57.6,9397.0
2015,2.0,no,47049.0,diesel,160.0,51.4,9398.0
2018,1.4,no,13064.0,petrol,145.0,49.6,9399.0
2016,1.0,no,14944.0,petrol,20.0,60.1,9399.0
2016,1.6,no,31229.0,diesel,20.0,67.3,9399.0
2017,1.6,no,30353.0,petrol,200.0,42.2,9400.0
2019,1.2,no,6954.0,petrol,145.0,47.9,9400.0
2016,1.4,no,39461.0,petrol,125.0,51.4,9400.0
2016,1.5,no,82156.0,petrol,125.0,52.3,9400.0
2018,1.2,no,4934.0,petrol,145.0,57.7,9400.0
2015,1.2,no,37207.0,petrol,20.0,60.1,9400.0
2017,2.0,no,65681.0,diesel,20.0,70.6,9400.0
2017,1.3,no,7788.0,petrol,30.0,58.0,9420.0
2017,1.6,no,24451.0,diesel,145.0,74.3,9424.0
2018,1.2,no,4624.0,petrol,145.0,44.8,9450.0
2016,1.2,no,42275.0,petrol,20.0,60.1,9450.0
2015,2.0,no,51338.0,diesel,125.0,60.1,9450.0
2019,1.0,no,7654.0,petrol,145.0,57.7,9457.0
2019,1.2,no,10292.0,petrol,145.0,57.6,9470.0
2017,1.0,no,20696.0,petrol,145.0,60.1,9472.0
2018,1.4,no,15278.0,petrol,150.0,49.6,9481.0
2016,1.0,no,27000.0,petrol,125.0,53.3,9481.0
2019,1.2,no,11703.0,petrol,145.0,46.3,9485.0
2017,1.0,no,5503.0,petrol,145.0,64.2,9489.0
2017,1.0,no,37566.0,petrol,0.0,65.7,9489.0
2016,1.0,no,10325.0,petrol,20.0,60.1,9490.0
2016,1.2,no,26522.0,petrol,20.0,60.1,9490.0
2016,1.2,no,35502.0,petrol,20.0,60.1,9490.0
2016,1.2,no,39650.0,petrol,20.0,60.1,9490.0
2017,1.0,no,30200.0,petrol,0.0,65.7,9490.0
2016,1.6,no,43000.0,diesel,20.0,72.4,9490.0
2018,1.2,no,21311.0,petrol,150.0,44.8,9491.0
2019,1.0,no,10.0,petrol,145.0,49.6,9491.0
2019,1.0,no,4000.0,petrol,145.0,49.6,9491.0
2015,1.2,no,25910.0,petrol,20.0,60.1,9491.0
2017,1.0,no,19447.0,petrol,145.0,65.7,9491.0
2016,1.6,no,46000.0,diesel,0.0,74.3,9494.0
2010,2.0,no,76000.0,petrol,235.0,38.7,9495.0
2015,2.0,yes,52747.0,diesel,265.0,41.5,9495.0
2009,2.0,no,62000.0,diesel,235.0,42.1,9495.0
2015,1.6,no,34000.0,petrol,200.0,42.8,9495.0
2019,1.4,no,5338.0,petrol,145.0,43.5,9495.0
2019,1.4,no,5524.0,petrol,145.0,43.5,9495.0
2016,1.4,yes,24617.0,petrol,165.0,43.5,9495.0
2015,1.4,no,53474.0,petrol,30.0,53.3,9495.0
2017,1.0,no,32442.0,petrol,145.0,55.4,9495.0
2018,1.0,no,4280.0,petrol,145.0,57.7,9495.0
2019,1.0,no,9057.0,petrol,145.0,57.7,9495.0
2019,1.0,no,11186.0,petrol,145.0,57.7,9495.0
2016,1.3,yes,26191.0,petrol,30.0,58.0,9495.0
2017,1.2,no,22049.0,petrol,20.0,58.9,9495.0
2016,1.0,no,9750.0,petrol,20.0,60.1,9495.0
2015,1.0,no,20018.0,petrol,20.0,60.1,9495.0
2016,1.5,no,47387.0,diesel,30.0,64.2,9495.0
2014,1.0,no,21259.0,petrol,0.0,65.7,9495.0
2017,1.0,no,16884.0,petrol,145.0,65.7,9495.0
2017,1.6,no,33739.0,diesel,150.0,72.4,9495.0
2016,1.4,no,56875.0,petrol,30.0,57.6,9496.0
2015,1.7,no,42865.0,diesel,150.0,53.3,9498.0
2016,1.3,no,20779.0,petrol,30.0,55.0,9498.0
2017,1.5,no,44795.0,petrol,145.0,56.5,9498.0
2016,1.0,no,18154.0,petrol,20.0,60.1,9498.0
2015,2.0,no,65667.0,diesel,30.0,61.4,9498.0
2016,1.0,no,4412.0,petrol,20.0,64.2,9498.0
2016,1.0,no,10963.0,petrol,0.0,65.7,9498.0
2015,1.5,no,22420.0,diesel,0.0,74.3,9498.0
2016,1.5,no,34913.0,diesel,0.0,74.3,9498.0
2016,1.5,no,14853.0,diesel,0.0,74.4,9498.0
2017,1.6,no,25076.0,diesel,145.0,76.3,9498.0
2016,1.6,no,26903.0,petrol,205.0,40.9,9499.0
2019,1.4,no,2500.0,petrol,145.0,43.5,9499.0
2018,1.4,yes,17647.0,petrol,145.0,47.9,9499.0
2012,2.1,yes,64000.0,diesel,145.0,53.3,9499.0
2018,1.1,no,20400.0,petrol,145.0,55.4,9499.0
2017,1.0,no,15112.0,petrol,150.0,58.9,9499.0
2017,1.0,no,23331.0,petrol,20.0,60.1,9499.0
2017,1.2,no,31783.0,petrol,20.0,60.1,9499.0
2016,1.0,no,44815.0,petrol,20.0,61.4,9499.0
2014,2.0,no,67911.0,diesel,30.0,62.8,9499.0
2015,1.5,no,29950.0,diesel,30.0,64.2,9499.0
2016,1.5,no,32113.0,diesel,0.0,74.3,9499.0
2017,1.6,no,35155.0,diesel,145.0,74.3,9499.0
2019,1.4,no,6730.0,petrol,145.0,43.5,9500.0
2016,1.0,no,16866.0,petrol,125.0,52.3,9500.0
2017,1.4,no,38500.0,petrol,145.0,52.3,9500.0
2018,1.4,no,23332.0,petrol,145.0,55.4,9500.0
2019,1.0,no,250.0,petrol,150.0,57.7,9500.0
2016,2.0,no,118200.0,diesel,30.0,58.9,9500.0
2015,1.0,no,32245.0,petrol,20.0,60.1,9500.0
2015,2.0,no,91498.0,diesel,125.0,61.4,9500.0
2016,1.0,no,40094.0,petrol,20.0,62.8,9500.0
2018,1.1,no,21857.0,petrol,145.0,64.2,9500.0
2018,1.1,no,28521.0,petrol,145.0,64.2,9500.0
2017,1.5,no,29005.0,diesel,145.0,64.2,9500.0
2017,1.0,no,31467.0,petrol,0.0,65.7,9500.0
2018,1.0,no,31119.0,petrol,145.0,65.7,9500.0
2016,2.0,no,59137.0,diesel,20.0,68.9,9500.0
2015,2.0,yes,85314.0,diesel,20.0,70.6,9500.0
2016,1.5,no,23288.0,diesel,0.0,74.4,9500.0
2018,1.0,no,15834.0,petrol,145.0,64.2,9510.0
2017,1.6,no,38982.0,diesel,145.0,74.3,9517.0
2019,1.4,no,2287.0,petrol,145.0,43.5,9520.0
2018,1.1,no,20827.0,petrol,145.0,64.2,9523.0
2018,1.0,no,32013.0,petrol,150.0,64.2,9524.0
2018,1.0,no,31611.0,petrol,150.0,65.7,9544.0
2016,1.4,no,11696.0,petrol,125.0,50.4,9550.0
2016,1.5,no,32963.0,diesel,0.0,74.3,9552.0
2017,1.6,no,30916.0,diesel,30.0,65.7,9590.0
2018,1.0,no,7714.0,petrol,150.0,68.9,9590.0
2017,1.2,no,2670.0,petrol,145.0,57.7,9595.0
2017,1.3,no,16976.0,petrol,30.0,58.0,9595.0
2017,1.5,no,59787.0,diesel,150.0,78.5,9598.0
2018,1.4,no,5800.0,petrol,145.0,43.5,9599.0
2017,1.4,no,29314.0,petrol,125.0,51.4,9599.0
2017,1.4,no,21665.0,petrol,125.0,52.3,9599.0
2017,1.4,no,20500.0,petrol,145.0,52.3,9599.0
2017,1.4,no,24930.0,petrol,145.0,52.3,9599.0
2016,1.2,no,10907.0,petrol,20.0,60.1,9599.0
2019,1.0,no,1599.0,petrol,145.0,57.7,9600.0
2016,1.2,no,18000.0,petrol,20.0,60.1,9600.0
2015,2.0,no,52990.0,diesel,125.0,60.1,9600.0
2018,1.0,no,34506.0,petrol,145.0,65.7,9600.0
2018,1.2,no,7804.0,petrol,145.0,57.7,9633.0
2016,1.6,no,16300.0,diesel,30.0,67.3,9647.0
2016,1.6,no,29672.0,diesel,20.0,72.4,9649.0
2019,1.4,no,5993.0,petrol,145.0,43.5,9685.0
2016,1.0,no,31432.0,petrol,20.0,60.1,9689.0
2019,1.2,no,15314.0,petrol,145.0,57.6,9690.0
2016,1.0,no,22218.0,petrol,20.0,60.1,9690.0
2016,1.0,no,27708.0,petrol,20.0,60.1,9690.0
2015,1.2,yes,29050.0,petrol,20.0,61.4,9690.0
2016,1.0,no,31080.0,petrol,20.0,62.8,9690.0
2019,1.0,no,3000.0,petrol,145.0,62.8,9690.0
2018,1.1,no,10567.0,petrol,145.0,64.2,9690.0
2018,1.1,no,11667.0,petrol,145.0,64.2,9690.0
2017,1.5,no,29182.0,diesel,145.0,64.2,9690.0
2018,1.0,no,36338.0,petrol,145.0,65.7,9690.0
2016,1.5,no,9763.0,diesel,20.0,68.9,9690.0
2013,1.6,no,57530.0,petrol,145.0,49.6,9691.0
2017,1.0,no,24393.0,petrol,20.0,62.8,9691.0
2017,1.0,no,22654.0,petrol,145.0,65.7,9691.0
2019,1.4,no,3685.0,petrol,145.0,43.5,9695.0
2017,1.0,no,35483.0,petrol,20.0,60.1,9695.0
2017,1.6,no,59023.0,diesel,20.0,72.4,9695.0
2019,1.4,no,14675.0,petrol,145.0,43.5,9698.0
2016,1.4,no,16512.0,petrol,125.0,51.4,9698.0
2017,1.0,no,13479.0,petrol,30.0,55.4,9698.0
2017,1.0,no,42148.0,petrol,150.0,60.1,9698.0
2015,2.0,no,60891.0,diesel,20.0,68.9,9698.0
2017,1.5,no,36052.0,diesel,150.0,68.9,9698.0
2016,1.5,no,23243.0,diesel,0.0,74.3,9698.0
2019,1.4,no,4656.0,petrol,145.0,43.5,9699.0
2017,1.0,no,9936.0,petrol,145.0,65.7,9699.0
2016,1.0,no,38375.0,petrol,0.0,67.3,9699.0
2017,1.4,yes,2760.0,petrol,145.0,39.8,9700.0
2019,1.4,no,6066.0,petrol,145.0,43.5,9700.0
2016,1.3,no,15015.0,petrol,30.0,58.0,9700.0
2016,1.3,no,19000.0,petrol,30.0,58.0,9700.0
2017,1.0,no,19273.0,petrol,145.0,60.1,9701.0
2016,1.3,no,24635.0,petrol,30.0,55.0,9711.0
2014,1.4,no,62871.0,petrol,20.0,60.1,9720.0
2016,1.6,no,17244.0,petrol,200.0,42.2,9745.0
2016,1.5,no,56044.0,diesel,0.0,78.5,9749.0
2016,1.5,no,57277.0,diesel,0.0,78.5,9749.0
2017,1.4,no,38793.0,petrol,145.0,51.4,9750.0
2017,1.5,no,39028.0,diesel,30.0,64.2,9750.0
2017,1.0,no,15854.0,petrol,145.0,60.1,9752.0
2018,1.0,no,8300.0,petrol,150.0,65.7,9760.0
2016,1.4,yes,25873.0,petrol,125.0,50.4,9770.0
2017,1.0,no,26437.0,petrol,145.0,61.4,9774.0
2018,1.1,no,14392.0,petrol,145.0,64.2,9775.0
2019,1.0,no,1500.0,petrol,145.0,57.7,9780.0
2018,1.0,no,16577.0,petrol,145.0,65.7,9789.0
2019,1.0,no,10.0,petrol,145.0,54.3,9790.0
2019,1.0,no,6546.0,petrol,145.0,57.7,9790.0
2016,1.2,no,38412.0,petrol,20.0,60.1,9790.0
2017,1.4,no,40560.0,petrol,145.0,51.4,9791.0
2017,1.0,no,12627.0,petrol,125.0,53.3,9791.0
2017,1.4,no,10279.0,petrol,145.0,50.4,9795.0
2017,1.3,no,14094.0,petrol,30.0,58.0,9795.0
2018,1.5,no,35657.0,petrol,145.0,58.9,9795.0
2017,1.5,no,4162.0,diesel,0.0,78.5,9795.0
2018,1.5,no,11935.0,petrol,145.0,58.9,9798.0
2016,1.6,no,7326.0,petrol,200.0,40.9,9799.0
2016,1.4,no,26748.0,petrol,200.0,42.2,9799.0
2016,1.6,no,49888.0,petrol,200.0,42.2,9799.0
2016,1.6,no,35932.0,petrol,160.0,42.8,9799.0
2017,1.4,no,11080.0,petrol,150.0,51.4,9799.0
2019,1.0,no,691.0,petrol,145.0,49.6,9800.0
2019,1.0,no,3170.0,petrol,145.0,54.3,9800.0
2016,2.0,no,79662.0,diesel,145.0,54.3,9800.0
2017,1.0,no,26141.0,petrol,20.0,62.8,9800.0
2016,1.0,no,16214.0,petrol,0.0,65.7,9800.0
2017,1.0,no,27196.0,petrol,150.0,65.7,9800.0
2016,1.6,no,32122.0,diesel,20.0,72.4,9800.0
2016,1.5,no,36489.0,diesel,30.0,64.2,9820.0
2017,1.0,no,24667.0,petrol,145.0,62.8,9821.0
2016,1.5,no,32151.0,diesel,30.0,64.2,9834.0
2018,1.1,no,5789.0,petrol,145.0,64.2,9850.0
2016,1.5,no,28581.0,diesel,0.0,78.5,9851.0
2019,1.2,no,9.0,petrol,150.0,44.8,9890.0
2019,1.2,no,12545.0,petrol,145.0,46.3,9890.0
2019,1.2,no,14925.0,petrol,145.0,46.3,9890.0
2018,1.0,no,44190.0,petrol,145.0,56.5,9890.0
2019,1.0,no,3443.0,petrol,150.0,57.7,9890.0
2017,1.0,no,25000.0,petrol,150.0,65.7,9890.0
2016,1.2,no,16030.0,petrol,20.0,60.1,9891.0
2016,1.4,no,21753.0,petrol,200.0,42.2,9894.0
2013,1.6,no,56370.0,petrol,145.0,50.4,9899.0
2017,1.0,no,22385.0,petrol,145.0,65.7,9899.0
2017,1.5,no,26805.0,diesel,145.0,68.9,9899.0
2016,1.6,no,12249.0,petrol,200.0,42.2,9900.0
2017,1.0,no,10385.0,petrol,0.0,65.7,9900.0
2017,1.6,no,19322.0,diesel,145.0,78.5,9900.0
2018,1.4,no,37099.0,petrol,145.0,47.1,9926.0
2016,1.4,no,16976.0,petrol,200.0,42.2,9933.0
2017,1.4,no,21686.0,petrol,145.0,47.9,9934.0
2013,2.0,no,52438.0,diesel,125.0,60.1,9943.0
2018,1.4,no,17005.0,petrol,150.0,52.3,9948.0
2017,1.4,no,36766.0,petrol,145.0,41.5,9950.0
2016,1.6,no,23940.0,petrol,145.0,47.9,9950.0
2019,1.0,no,1000.0,petrol,145.0,54.3,9950.0
2020,1.0,no,1880.0,petrol,145.0,54.3,9950.0
2017,1.2,no,17500.0,petrol,20.0,60.1,9950.0
2016,1.2,no,32147.0,petrol,20.0,60.1,9950.0
2016,1.2,yes,42000.0,petrol,20.0,60.1,9950.0
2018,1.0,no,19223.0,petrol,145.0,61.4,9950.0
2018,1.1,no,15155.0,petrol,145.0,64.2,9950.0
2017,1.2,no,38751.0,petrol,20.0,60.1,9961.0
2016,1.6,no,29122.0,petrol,150.0,47.9,9980.0
2019,1.0,no,1900.0,petrol,150.0,54.3,9980.0
2017,1.0,no,9801.0,petrol,20.0,58.9,9980.0
2015,2.0,no,71119.0,diesel,30.0,62.8,9981.0
2018,1.0,no,5895.0,petrol,145.0,64.2,9981.0
2018,1.4,yes,20796.0,petrol,145.0,45.6,9985.0
2018,1.0,no,23591.0,petrol,150.0,65.7,9989.0
2019,1.4,no,100.0,petrol,145.0,43.5,9990.0
2019,1.4,no,1860.0,petrol,145.0,43.5,9990.0
2016,1.4,no,29083.0,petrol,30.0,55.4,9990.0
2018,1.0,no,42910.0,petrol,145.0,56.5,9990.0
2014,2.0,yes,68000.0,diesel,145.0,56.5,9990.0
2019,1.0,no,3055.0,petrol,145.0,57.7,9990.0
2019,1.0,no,5193.0,petrol,145.0,57.7,9990.0
2017,1.0,no,8433.0,petrol,20.0,58.9,9990.0
2016,1.0,no,59407.0,petrol,20.0,58.9,9990.0
2017,1.2,no,20390.0,petrol,30.0,58.9,9990.0
2013,1.4,no,58518.0,petrol,30.0,58.9,9990.0
2016,1.2,no,14806.0,petrol,20.0,60.1,9990.0
2017,1.0,no,21475.0,petrol,150.0,65.7,9990.0
2016,1.6,no,24407.0,diesel,20.0,68.9,9990.0
2016,1.6,yes,64000.0,diesel,20.0,70.6,9990.0
2019,1.2,no,7694.0,petrol,145.0,47.9,9991.0
2019,1.0,no,25.0,petrol,145.0,54.3,9991.0
2019,1.4,no,3331.0,petrol,145.0,43.5,9994.0
2018,1.4,no,15000.0,petrol,145.0,52.3,9994.0
2010,3.0,yes,106800.0,diesel,555.0,31.0,9995.0
2017,1.4,no,42115.0,petrol,150.0,41.5,9995.0
2019,1.4,no,4655.0,petrol,145.0,43.5,9995.0
2018,1.2,no,5143.0,petrol,145.0,43.5,9995.0
2018,1.4,no,9840.0,petrol,145.0,43.5,9995.0
2017,1.6,yes,19500.0,petrol,160.0,43.5,9995.0
2019,1.2,no,14.0,petrol,145.0,44.8,9995.0
2019,1.4,no,16306.0,petrol,150.0,44.8,9995.0
2016,1.4,no,26320.0,petrol,145.0,47.1,9995.0
2019,1.0,no,4587.0,petrol,145.0,49.6,9995.0
2017,1.4,no,25550.0,petrol,150.0,49.6,9995.0
2017,1.0,no,27175.0,petrol,145.0,52.3,9995.0
2015,1.4,no,29565.0,petrol,125.0,53.3,9995.0
2014,2.0,no,45825.0,diesel,150.0,53.3,9995.0
2016,1.0,no,14621.0,petrol,30.0,54.3,9995.0
2017,1.2,no,2146.0,petrol,125.0,54.3,9995.0
2016,2.0,no,41800.0,diesel,150.0,54.3,9995.0
2019,1.0,no,25.0,petrol,145.0,56.5,9995.0
2018,1.0,no,5441.0,petrol,150.0,56.5,9995.0
2019,1.2,no,10000.0,petrol,145.0,57.6,9995.0
2017,1.3,no,14000.0,petrol,30.0,58.0,9995.0
2017,1.0,no,22073.0,petrol,20.0,58.9,9995.0
2016,1.2,no,27000.0,petrol,20.0,58.9,9995.0
2016,1.2,no,25234.0,petrol,30.0,58.9,9995.0
2017,1.5,no,11880.0,petrol,145.0,58.9,9995.0
2018,1.5,no,17211.0,petrol,145.0,58.9,9995.0
2017,1.0,no,35573.0,petrol,145.0,58.9,9995.0
2016,1.2,no,7124.0,petrol,20.0,60.1,9995.0
2017,1.2,no,34500.0,petrol,145.0,60.1,9995.0
2018,1.0,no,26000.0,petrol,150.0,60.1,9995.0
2017,1.0,no,34092.0,petrol,150.0,60.1,9995.0
2016,1.6,no,38110.0,diesel,30.0,62.7,9995.0
2017,1.6,yes,24054.0,diesel,30.0,62.8,9995.0
2019,1.0,no,100.0,petrol,145.0,62.8,9995.0
2018,1.1,no,6500.0,petrol,145.0,64.2,9995.0
2018,1.1,no,15202.0,petrol,145.0,64.2,9995.0
2018,1.0,no,18500.0,petrol,145.0,64.2,9995.0
2018,1.0,no,17052.0,petrol,150.0,64.2,9995.0
2018,1.0,no,19782.0,petrol,150.0,64.2,9995.0
2015,1.7,no,39779.0,diesel,30.0,65.7,9995.0
2017,1.0,no,6002.0,petrol,150.0,65.7,9995.0
2016,1.6,no,33000.0,diesel,20.0,68.9,9995.0
2017,1.6,no,40282.0,diesel,150.0,74.3,9995.0
2018,1.1,no,15464.0,petrol,145.0,64.2,9997.0
2017,1.0,no,17595.0,petrol,0.0,65.7,9997.0
2018,1.4,yes,10548.0,petrol,145.0,39.8,9998.0
2018,1.2,no,13546.0,petrol,145.0,46.3,9998.0
2016,1.6,no,25319.0,petrol,145.0,47.1,9998.0
2017,1.4,no,34249.0,petrol,145.0,47.1,9998.0
2017,1.4,no,6997.0,petrol,150.0,47.1,9998.0
2016,1.6,no,29131.0,petrol,150.0,47.1,9998.0
2018,1.4,no,25482.0,petrol,145.0,52.3,9998.0
2015,1.4,no,46026.0,petrol,30.0,53.3,9998.0
2017,1.0,no,13692.0,petrol,145.0,56.5,9998.0
2016,1.0,no,18197.0,petrol,20.0,58.9,9998.0
2013,2.0,no,23255.0,diesel,30.0,60.1,9998.0
2016,1.6,no,18901.0,diesel,125.0,60.1,9998.0
2016,1.0,no,20682.0,petrol,0.0,65.7,9998.0
2017,1.0,no,5019.0,petrol,145.0,65.7,9998.0
2017,1.0,no,19096.0,petrol,145.0,65.7,9998.0
2016,1.6,no,22133.0,diesel,20.0,72.4,9998.0
2017,1.6,no,26293.0,diesel,20.0,72.4,9998.0
2016,1.5,no,26399.0,diesel,0.0,74.3,9998.0
2019,1.4,no,3214.0,petrol,145.0,43.5,9999.0
2019,1.2,no,1857.0,petrol,145.0,44.8,9999.0
2017,1.4,yes,29578.0,petrol,150.0,47.9,9999.0
2017,1.5,no,64447.0,petrol,145.0,48.7,9999.0
2016,1.2,no,19778.0,petrol,20.0,60.1,9999.0
2017,2.0,no,42299.0,diesel,30.0,62.8,9999.0
2016,1.0,no,14000.0,petrol,0.0,65.7,9999.0
2016,1.5,no,17698.0,diesel,20.0,68.9,9999.0
2016,1.6,no,18537.0,diesel,20.0,68.9,9999.0
2015,1.5,no,29389.0,diesel,0.0,74.3,9999.0
2016,1.6,no,25177.0,diesel,0.0,83.1,9999.0
2016,1.6,no,9334.0,petrol,200.0,40.9,10000.0
2018,1.2,no,3434.0,petrol,145.0,43.5,10000.0
2018,1.4,no,11160.0,petrol,145.0,43.5,10000.0
2017,1.4,no,9882.0,petrol,125.0,51.4,10000.0
2017,1.4,no,20960.0,petrol,145.0,51.4,10000.0
2018,1.1,no,6820.0,petrol,145.0,55.4,10000.0
2019,1.0,no,150.0,petrol,145.0,57.7,10000.0
2016,1.2,no,27516.0,petrol,20.0,60.1,10000.0
2016,1.0,no,30208.0,petrol,20.0,60.1,10000.0
2017,1.0,no,16585.0,petrol,20.0,62.8,10000.0
2017,1.0,no,19638.0,petrol,20.0,62.8,10000.0
2018,1.1,no,18522.0,petrol,145.0,64.2,10000.0
2017,1.1,no,9867.0,petrol,150.0,64.2,10000.0
2017,1.0,no,12068.0,petrol,145.0,65.7,10000.0
2017,1.6,no,30089.0,diesel,145.0,72.4,10000.0
2015,1.5,no,19498.0,diesel,0.0,74.3,10000.0
2018,1.1,no,14830.0,petrol,145.0,64.2,10050.0
2018,1.4,no,37127.0,petrol,145.0,47.1,10060.0
2017,1.0,no,16282.0,petrol,0.0,65.7,10060.0
