year,engine size,automatic transmission,mileage,fuel type,tax,mpg,price
2016,1.5,no,31000.0,diesel,20.0,72.4,12900.0
2019,1.0,no,13148.0,petrol,145.0,49.6,12926.0
2018,1.0,no,5829.0,petrol,145.0,58.9,12927.0
2016,2.0,no,55272.0,diesel,30.0,64.2,12940.0
2019,1.0,no,2141.0,petrol,145.0,51.4,12950.0
2014,1.2,no,28181.0,petrol,30.0,57.6,12950.0
2018,1.4,no,19500.0,petrol,150.0,57.7,12950.0
2017,1.0,no,20661.0,petrol,20.0,62.8,12970.0
2015,2.0,no,40276.0,diesel,30.0,67.3,12970.0
2016,2.0,no,32046.0,diesel,20.0,68.9,12970.0
2018,1.6,no,29557.0,diesel,145.0,70.6,12985.0
2017,1.6,no,25456.0,diesel,150.0,61.4,12989.0
2017,2.0,no,37234.0,diesel,150.0,67.3,12989.0
2019,1.5,no,5111.0,petrol,145.0,47.9,12990.0
2013,1.8,no,31864.0,petrol,145.0,49.6,12990.0
2014,1.6,no,64000.0,petrol,125.0,50.4,12990.0
2020,1.0,no,200.0,petrol,145.0,50.4,12990.0
2015,2.0,no,32220.0,diesel,145.0,53.3,12990.0
2017,1.4,no,11570.0,petrol,30.0,55.4,12990.0
2013,2.0,no,42185.0,diesel,145.0,55.4,12990.0
2016,2.1,yes,95000.0,diesel,125.0,56.5,12990.0
2017,1.2,yes,13487.0,petrol,20.0,60.1,12990.0
2016,1.7,no,21159.0,diesel,30.0,61.7,12990.0
2018,1.0,no,20859.0,petrol,145.0,65.7,12990.0
2017,1.0,no,7903.0,petrol,145.0,67.3,12990.0
2017,1.2,no,45533.0,petrol,125.0,51.4,12991.0
2018,1.4,yes,7800.0,petrol,145.0,51.4,12991.0
2016,1.4,no,10124.0,petrol,30.0,53.3,12991.0
2018,1.0,no,21528.0,petrol,145.0,61.4,12991.0
2015,2.0,yes,97834.0,diesel,260.0,35.3,12995.0
2012,3.0,yes,72700.0,diesel,235.0,41.5,12995.0
2011,3.0,yes,54000.0,diesel,200.0,46.3,12995.0
2017,1.4,no,7337.0,petrol,145.0,47.1,12995.0
2017,1.4,no,19000.0,petrol,145.0,47.1,12995.0
2016,2.0,no,41500.0,petrol,145.0,48.7,12995.0
2020,1.2,no,4550.0,petrol,145.0,51.4,12995.0
2018,1.0,no,7359.0,petrol,145.0,52.3,12995.0
2018,1.2,no,21658.0,petrol,145.0,52.3,12995.0
2017,2.0,no,26000.0,diesel,145.0,53.3,12995.0
2018,1.0,no,2135.0,petrol,145.0,54.3,12995.0
2018,1.0,yes,24029.0,petrol,150.0,54.3,12995.0
2017,1.4,no,16763.0,petrol,145.0,55.4,12995.0
2016,1.6,yes,10000.0,diesel,125.0,57.6,12995.0
2018,1.0,no,11489.0,petrol,145.0,57.7,12995.0
2018,1.0,no,17161.0,petrol,145.0,57.7,12995.0
2018,1.0,no,18670.0,petrol,145.0,57.7,12995.0
2018,1.0,no,14806.0,petrol,150.0,62.8,12995.0
2018,1.0,no,18350.0,petrol,145.0,64.2,12995.0
2017,2.0,no,30507.0,diesel,150.0,64.2,12995.0
2018,1.0,no,12267.0,petrol,145.0,65.7,12995.0
2019,1.0,no,12239.0,petrol,150.0,65.7,12995.0
2015,1.6,no,49825.0,diesel,0.0,74.3,12995.0
2019,1.4,no,10291.0,petrol,145.0,39.2,12998.0
2019,1.4,no,11313.0,petrol,145.0,39.2,12998.0
2019,1.4,no,11529.0,petrol,145.0,39.2,12998.0
2017,1.6,no,15558.0,petrol,145.0,41.5,12998.0
2014,2.2,yes,41389.0,diesel,260.0,42.2,12998.0
2016,1.8,no,29284.0,petrol,145.0,47.0,12998.0
2018,1.0,no,3956.0,petrol,145.0,53.3,12998.0
2019,1.6,no,14121.0,diesel,145.0,58.9,12998.0
2019,1.0,no,5255.0,petrol,145.0,60.1,12998.0
2018,1.0,no,12969.0,petrol,145.0,62.8,12998.0
2017,1.0,no,8597.0,petrol,150.0,67.3,12998.0
2018,1.6,no,19201.0,diesel,150.0,67.3,12998.0
2018,1.6,no,14884.0,diesel,145.0,68.9,12998.0
2001,5.0,yes,122000.0,petrol,305.0,22.3,12999.0
2018,1.4,no,33263.0,petrol,145.0,36.7,12999.0
2019,1.4,yes,18977.0,petrol,145.0,37.2,12999.0
2016,2.0,no,15477.0,diesel,145.0,47.1,12999.0
2019,1.5,no,9977.0,petrol,145.0,47.9,12999.0
2017,2.0,no,28831.0,diesel,145.0,54.3,12999.0
2016,1.4,no,31617.0,petrol,30.0,56.5,12999.0
2017,1.4,yes,30804.0,petrol,145.0,57.7,12999.0
2018,1.5,yes,18961.0,diesel,145.0,58.9,12999.0
2018,1.6,no,25640.0,diesel,145.0,61.4,12999.0
2015,2.0,yes,90734.0,diesel,30.0,65.7,12999.0
2018,1.6,no,15000.0,diesel,145.0,65.7,12999.0
2017,2.0,no,32910.0,diesel,145.0,65.7,12999.0
2016,1.6,no,38938.0,diesel,30.0,68.9,12999.0
2017,1.5,yes,30765.0,petrol,205.0,43.5,13000.0
2018,1.4,no,15044.0,petrol,150.0,46.3,13000.0
2016,1.5,no,26631.0,petrol,125.0,52.3,13000.0
2017,1.4,no,22231.0,petrol,150.0,55.4,13000.0
2016,1.5,yes,29000.0,diesel,125.0,56.6,13000.0
2015,2.0,yes,41588.0,diesel,30.0,60.1,13000.0
2017,1.7,no,26685.0,diesel,30.0,61.7,13000.0
2018,2.0,no,42678.0,diesel,150.0,62.8,13000.0
2017,2.1,no,6437.0,diesel,145.0,65.7,13000.0
2018,1.6,no,35138.0,diesel,145.0,65.7,13000.0
2018,1.5,no,11133.0,diesel,145.0,68.9,13000.0
2015,2.0,yes,45064.0,diesel,20.0,74.3,13000.0
2019,1.1,no,2016.0,petrol,145.0,48.7,13060.0
2016,2.0,no,59691.0,diesel,30.0,67.3,13070.0
2019,1.4,no,18108.0,petrol,145.0,39.2,13085.0
2016,1.5,yes,6763.0,petrol,160.0,44.8,13090.0
2018,1.0,no,12215.0,petrol,145.0,44.1,13097.0
2019,1.0,no,11869.0,petrol,145.0,58.9,13100.0
2017,1.7,no,31164.0,diesel,145.0,61.7,13100.0
2019,1.0,no,4052.0,petrol,145.0,60.1,13140.0
2019,1.2,no,3810.0,petrol,145.0,44.8,13190.0
2016,2.0,no,42170.0,diesel,30.0,67.3,13199.0
2019,1.0,no,6995.0,petrol,145.0,58.9,13200.0
2018,1.0,no,8095.0,petrol,150.0,58.9,13200.0
2016,2.0,no,17393.0,diesel,30.0,65.7,13200.0
2016,1.5,no,61000.0,diesel,20.0,68.9,13200.0
2017,1.5,yes,47657.0,diesel,150.0,76.4,13222.0
2016,2.0,yes,40601.0,diesel,200.0,47.1,13250.0
2017,2.0,no,19729.0,diesel,145.0,53.3,13250.0
2017,1.7,no,19744.0,diesel,30.0,61.7,13250.0
2016,2.0,no,30928.0,diesel,20.0,67.3,13250.0
2016,2.0,yes,68816.0,diesel,30.0,62.8,13254.0
2018,1.5,no,33362.0,diesel,145.0,80.7,13270.0
2015,2.0,no,61062.0,diesel,125.0,60.1,13275.0
2015,2.0,yes,50355.0,diesel,30.0,62.8,13279.0
2018,1.5,no,13387.0,diesel,150.0,74.3,13289.0
2019,1.0,no,6500.0,petrol,145.0,52.3,13290.0
2015,2.0,no,39608.0,diesel,30.0,61.4,13290.0
2018,1.0,no,7359.0,petrol,145.0,57.7,13295.0
2018,1.0,no,22406.0,petrol,145.0,57.7,13295.0
2018,1.0,no,18695.0,petrol,145.0,58.9,13295.0
2017,1.4,no,9036.0,petrol,30.0,53.3,13298.0
2018,1.7,no,15474.0,diesel,145.0,61.7,13298.0
2017,2.0,no,57464.0,diesel,0.0,74.3,13298.0
2020,1.0,no,100.0,petrol,145.0,51.4,13299.0
2019,1.0,no,14389.0,petrol,145.0,55.4,13299.0
2016,1.5,no,35883.0,diesel,20.0,72.4,13299.0
2017,1.0,no,10841.0,petrol,145.0,56.5,13300.0
2015,2.0,no,54890.0,diesel,125.0,60.1,13300.0
2016,2.0,yes,83259.0,diesel,30.0,65.7,13300.0
2016,1.5,no,33723.0,diesel,20.0,68.9,13300.0
2017,1.5,yes,25933.0,diesel,20.0,72.4,13300.0
2019,1.4,no,10892.0,petrol,145.0,39.2,13310.0
2015,2.0,no,50584.0,diesel,20.0,67.3,13330.0
2019,1.4,no,18874.0,petrol,150.0,46.3,13359.0
2018,1.0,no,23599.0,petrol,150.0,60.1,13366.0
2018,1.0,no,9695.0,petrol,145.0,61.4,13380.0
2017,1.0,no,33344.0,petrol,145.0,58.9,13390.0
2017,2.0,no,20101.0,diesel,145.0,62.8,13390.0
2017,1.5,no,38172.0,diesel,145.0,72.4,13391.0
2017,2.1,yes,102000.0,diesel,30.0,64.2,13392.0
2017,1.4,no,38000.0,petrol,145.0,60.1,13395.0
2019,1.0,no,6149.0,petrol,145.0,56.5,13399.0
2020,1.0,no,985.0,petrol,145.0,50.4,13430.0
2016,2.0,no,36736.0,diesel,125.0,58.9,13450.0
2019,1.0,no,11884.0,petrol,145.0,58.9,13450.0
2018,2.0,no,32127.0,diesel,150.0,65.7,13450.0
2019,1.6,yes,14334.0,diesel,150.0,70.6,13450.0
2017,2.0,no,59512.0,diesel,145.0,74.3,13450.0
2019,1.2,no,10576.0,petrol,150.0,44.8,13468.0
2016,2.0,no,26008.0,diesel,20.0,67.3,13480.0
2016,1.4,no,23814.0,petrol,30.0,58.9,13481.0
2019,1.4,no,8173.0,petrol,145.0,39.2,13490.0
2014,2.0,yes,48000.0,diesel,200.0,47.9,13490.0
2016,1.6,no,35000.0,petrol,145.0,49.6,13490.0
2019,1.0,no,9863.0,petrol,145.0,52.3,13490.0
2018,1.0,no,18100.0,petrol,145.0,57.7,13490.0
2017,1.0,no,26276.0,petrol,150.0,58.9,13490.0
2017,1.2,yes,16512.0,petrol,145.0,60.1,13490.0
2017,2.0,no,28808.0,diesel,145.0,60.1,13490.0
2016,2.1,yes,79000.0,diesel,20.0,64.2,13490.0
2016,2.0,no,74120.0,diesel,20.0,67.3,13490.0
2016,1.6,no,29528.0,diesel,20.0,68.9,13490.0
2019,1.6,no,13115.0,diesel,145.0,68.9,13490.0
2017,1.6,no,42033.0,diesel,0.0,76.4,13490.0
2018,1.0,no,14403.0,petrol,145.0,54.3,13491.0
2017,1.5,no,13999.0,petrol,145.0,56.5,13491.0
2018,2.0,no,22976.0,diesel,145.0,68.9,13491.0
2019,1.2,yes,16173.0,petrol,150.0,44.8,13494.0
2019,1.4,no,12927.0,petrol,145.0,39.2,13495.0
2015,2.2,yes,58974.0,diesel,265.0,42.2,13495.0
2018,1.0,no,9396.0,petrol,145.0,44.1,13495.0
2015,1.2,no,10639.0,petrol,125.0,51.4,13495.0
2017,1.2,no,26570.0,petrol,150.0,51.4,13495.0
2017,1.4,no,11053.0,petrol,145.0,54.3,13495.0
2017,1.0,no,7256.0,petrol,30.0,55.4,13495.0
2017,1.4,no,34554.0,petrol,150.0,55.4,13495.0
2018,1.0,no,10335.0,petrol,145.0,57.7,13495.0
2018,1.5,no,30000.0,petrol,150.0,58.9,13495.0
2016,1.6,no,54400.0,diesel,30.0,64.2,13495.0
2016,2.0,no,72643.0,diesel,20.0,65.7,13495.0
2015,2.0,no,55945.0,diesel,20.0,67.3,13495.0
2019,1.6,no,8000.0,diesel,145.0,85.6,13495.0
2018,1.0,no,12928.0,petrol,145.0,57.7,13497.0
2019,1.2,no,4449.0,petrol,145.0,47.1,13498.0
2019,1.5,no,1373.0,petrol,145.0,47.9,13498.0
2016,1.6,no,37409.0,diesel,160.0,49.6,13498.0
2017,1.0,no,8913.0,petrol,145.0,54.3,13498.0
2018,1.0,no,15012.0,petrol,150.0,57.7,13498.0
2019,1.0,no,10557.0,petrol,145.0,58.9,13498.0
2016,2.0,no,57250.0,diesel,20.0,67.3,13498.0
2017,1.4,yes,3174.0,petrol,145.0,43.5,13499.0
2013,2.0,yes,32247.0,petrol,160.0,44.8,13499.0
2016,2.0,yes,42597.0,diesel,200.0,47.1,13499.0
2016,2.0,no,61353.0,diesel,125.0,54.3,13499.0
2018,1.0,no,12100.0,petrol,150.0,54.3,13499.0
2018,1.0,no,8230.0,petrol,145.0,65.7,13499.0
2018,1.5,no,19926.0,diesel,145.0,74.3,13499.0
2018,1.0,no,10647.0,petrol,145.0,44.1,13500.0
2019,1.1,no,6.0,petrol,145.0,48.7,13500.0
2019,1.1,no,6.0,petrol,145.0,48.7,13500.0
2017,1.4,no,18599.0,petrol,150.0,54.3,13500.0
2019,1.0,no,9565.0,petrol,145.0,55.4,13500.0
2018,1.0,no,17250.0,petrol,150.0,57.7,13500.0
2019,1.0,no,14839.0,petrol,145.0,58.9,13500.0
2018,1.0,no,26159.0,petrol,145.0,58.9,13500.0
2016,2.0,no,40970.0,diesel,125.0,60.1,13500.0
2017,2.0,no,42744.0,diesel,145.0,60.1,13500.0
2019,1.0,no,2217.0,petrol,145.0,61.4,13500.0
2017,1.7,no,27587.0,diesel,150.0,61.7,13500.0
2018,1.0,no,13075.0,petrol,150.0,62.8,13500.0
2018,1.0,no,7181.0,petrol,145.0,65.7,13500.0
2017,2.1,no,25214.0,diesel,150.0,65.7,13500.0
2017,1.4,no,24001.0,diesel,145.0,72.4,13500.0
2016,1.5,no,53207.0,diesel,20.0,68.9,13522.0
2012,2.0,no,41049.0,petrol,300.0,34.9,13530.0
2018,1.5,no,3105.0,diesel,145.0,53.3,13550.0
2018,1.6,no,11011.0,diesel,145.0,70.6,13587.0
2017,1.2,yes,14719.0,petrol,125.0,51.4,13590.0
2019,1.6,no,9348.0,diesel,150.0,57.7,13590.0
2018,1.0,no,11148.0,petrol,145.0,57.7,13597.0
2018,1.4,no,9630.0,petrol,145.0,39.2,13600.0
2017,1.5,no,11744.0,diesel,30.0,64.2,13600.0
2016,1.5,no,26016.0,diesel,20.0,70.6,13639.0
2019,1.2,no,4605.0,petrol,145.0,47.1,13640.0
2018,1.0,no,10761.0,petrol,145.0,44.1,13649.0
2017,1.6,no,12561.0,petrol,145.0,47.9,13650.0
2016,2.0,yes,25564.0,diesel,30.0,57.6,13661.0
2016,2.0,no,81386.0,diesel,145.0,52.3,13680.0
2016,2.0,no,38452.0,diesel,20.0,67.3,13690.0
2017,1.6,no,17713.0,diesel,150.0,76.3,13690.0
2019,1.5,no,2047.0,petrol,150.0,34.4,13695.0
2019,1.0,no,4989.0,petrol,145.0,44.1,13695.0
2019,1.4,no,9455.0,petrol,145.0,39.2,13698.0
2017,1.6,no,6741.0,petrol,150.0,44.8,13698.0
2019,1.2,no,3315.0,petrol,145.0,47.1,13698.0
2018,1.5,no,22234.0,petrol,145.0,47.1,13698.0
2015,2.0,no,45180.0,diesel,145.0,54.3,13699.0
2016,2.0,yes,24849.0,diesel,30.0,64.2,13699.0
2017,1.5,yes,33211.0,petrol,240.0,38.2,13700.0
2018,1.0,no,14940.0,petrol,145.0,54.3,13700.0
2018,1.0,no,16079.0,petrol,145.0,61.4,13700.0
2016,2.0,no,36948.0,diesel,30.0,62.8,13700.0
2015,1.8,yes,24321.0,petrol,160.0,43.5,13749.0
2020,1.2,no,6000.0,petrol,150.0,46.3,13749.0
2015,2.0,no,32258.0,diesel,20.0,67.3,13749.0
2020,1.0,no,1200.0,petrol,145.0,56.5,13750.0
2016,2.0,no,59222.0,diesel,125.0,60.1,13750.0
2017,1.6,no,20500.0,diesel,145.0,67.3,13750.0
2017,2.0,no,24389.0,diesel,145.0,65.7,13760.0
2017,1.8,yes,40130.0,petrol,145.0,47.1,13764.0
2018,1.2,no,7533.0,petrol,145.0,55.4,13778.0
2016,1.7,yes,18634.0,diesel,125.0,57.6,13789.0
2019,1.5,no,4589.0,petrol,145.0,47.9,13790.0
2016,1.5,no,27255.0,petrol,125.0,50.4,13790.0
2018,1.0,yes,17643.0,petrol,145.0,51.4,13790.0
2017,1.7,no,25198.0,diesel,150.0,61.7,13790.0
2018,1.5,no,27970.0,diesel,150.0,56.5,13793.0
2016,2.0,yes,65251.0,diesel,125.0,60.1,13795.0
2019,1.5,no,6690.0,diesel,145.0,53.3,13798.0
2019,1.5,no,8865.0,diesel,150.0,53.3,13798.0
2016,1.6,yes,26721.0,petrol,30.0,55.4,13799.0
2017,2.0,no,30953.0,diesel,125.0,60.1,13799.0
2013,2.0,no,31693.0,diesel,30.0,62.8,13799.0
2015,2.0,no,26270.0,petrol,205.0,41.5,13800.0
2015,2.0,no,37344.0,diesel,20.0,67.3,13800.0
2019,1.0,no,6867.0,petrol,145.0,52.3,13806.0
2017,1.4,no,18421.0,petrol,145.0,54.3,13812.0
2019,1.6,no,9571.0,diesel,145.0,50.4,13830.0
2019,1.4,no,11437.0,petrol,145.0,39.2,13850.0
2016,2.0,no,27916.0,diesel,20.0,55.4,13850.0
2019,1.0,no,5501.0,petrol,150.0,60.1,13850.0
2019,1.2,no,6690.0,petrol,145.0,44.8,13880.0
2019,1.2,no,6526.0,petrol,145.0,42.2,13887.0
2017,2.0,no,36858.0,diesel,150.0,60.1,13890.0
2017,1.5,no,23969.0,diesel,150.0,64.2,13890.0
2016,2.0,no,55069.0,diesel,20.0,67.3,13890.0
2019,1.6,no,12834.0,diesel,150.0,67.3,13890.0
2018,1.0,no,7327.0,petrol,145.0,60.1,13895.0
2016,1.5,no,48649.0,diesel,20.0,68.9,13899.0
2016,2.0,yes,40568.0,diesel,20.0,70.6,13899.0
2016,2.0,no,37448.0,petrol,125.0,49.6,13900.0
2017,1.4,no,14392.0,petrol,145.0,53.3,13900.0
2018,1.0,no,18457.0,petrol,150.0,54.3,13900.0
2016,2.1,no,37360.0,diesel,30.0,62.8,13900.0
2016,2.0,no,59341.0,diesel,30.0,64.2,13900.0
2016,2.0,no,67840.0,diesel,30.0,64.2,13910.0
2019,1.4,no,8722.0,petrol,145.0,39.2,13925.0
2018,1.6,no,7573.0,petrol,145.0,44.8,13950.0
2018,1.0,no,18189.0,petrol,145.0,49.6,13950.0
2019,1.0,no,10497.0,petrol,145.0,55.4,13950.0
2019,1.0,no,6700.0,petrol,145.0,58.9,13950.0
2017,1.5,yes,19316.0,petrol,240.0,38.2,13970.0
2015,2.0,no,41655.0,diesel,30.0,64.2,13975.0
2019,1.0,no,11879.0,petrol,145.0,45.6,13980.0
2017,1.4,no,16542.0,petrol,150.0,54.3,13980.0
2019,1.0,no,1299.0,petrol,145.0,64.2,13980.0
2019,1.0,no,4000.0,petrol,145.0,45.6,13990.0
2014,2.0,no,55735.0,diesel,160.0,49.6,13990.0
2018,1.5,no,6494.0,petrol,145.0,50.4,13990.0
2019,1.0,no,11615.0,petrol,145.0,52.3,13990.0
2015,2.0,no,55000.0,diesel,145.0,53.3,13990.0
2016,1.4,no,32371.0,petrol,30.0,55.4,13990.0
2018,1.5,yes,5635.0,petrol,145.0,55.4,13990.0
2018,1.0,no,11915.0,petrol,150.0,56.5,13990.0
2014,2.0,yes,59000.0,diesel,125.0,57.6,13990.0
2015,2.1,yes,37000.0,diesel,125.0,57.7,13990.0
2019,1.6,no,4749.0,diesel,145.0,57.7,13990.0
2018,1.0,no,16500.0,petrol,145.0,58.9,13990.0
2015,2.1,yes,46000.0,diesel,125.0,61.4,13990.0
2016,1.7,no,18688.0,diesel,30.0,61.7,13990.0
2015,2.0,yes,37000.0,diesel,30.0,62.8,13990.0
2015,2.1,yes,64000.0,diesel,20.0,67.3,13990.0
2015,2.0,yes,79197.0,diesel,20.0,67.3,13990.0
2019,1.6,no,14041.0,diesel,145.0,68.9,13990.0
2016,2.0,no,44830.0,diesel,20.0,70.6,13990.0
2017,1.6,no,12661.0,diesel,0.0,74.3,13990.0
2016,1.5,yes,40000.0,diesel,20.0,74.3,13990.0
2019,1.4,no,619.0,petrol,145.0,39.2,13995.0
2018,1.4,no,9000.0,petrol,145.0,39.2,13995.0
2018,1.4,no,14000.0,petrol,150.0,41.5,13995.0
2020,1.0,no,1974.0,petrol,145.0,47.9,13995.0
2019,1.4,yes,3000.0,petrol,150.0,48.7,13995.0
2017,1.4,no,15361.0,petrol,30.0,55.4,13995.0
2016,2.0,no,24808.0,diesel,125.0,56.5,13995.0
2017,2.0,no,30893.0,diesel,145.0,58.9,13995.0
2017,2.0,no,21590.0,diesel,150.0,60.1,13995.0
2017,1.6,no,19261.0,diesel,150.0,61.4,13995.0
2014,2.0,yes,48280.0,diesel,30.0,62.8,13995.0
2019,1.6,no,9040.0,diesel,145.0,62.8,13995.0
2018,1.0,no,11893.0,petrol,145.0,44.1,13998.0
2020,1.2,no,10.0,petrol,145.0,52.3,13998.0
2019,1.0,no,1386.0,petrol,150.0,52.3,13998.0
2019,1.5,no,7555.0,diesel,145.0,53.3,13998.0
2015,2.0,no,32544.0,diesel,145.0,54.3,13998.0
2017,2.0,no,21167.0,diesel,150.0,54.3,13998.0
2018,1.6,no,12500.0,diesel,145.0,60.1,13998.0
2018,1.6,no,13891.0,diesel,145.0,67.3,13998.0
2016,1.5,no,16260.0,diesel,20.0,68.9,13998.0
2016,1.5,no,19188.0,diesel,20.0,70.6,13998.0
2019,1.4,no,8581.0,petrol,145.0,39.2,13999.0
2018,1.5,no,10.0,petrol,150.0,47.1,13999.0
2019,1.5,no,20.0,petrol,145.0,47.9,13999.0
2020,1.0,no,5000.0,petrol,145.0,47.9,13999.0
2018,1.0,no,12076.0,petrol,145.0,51.4,13999.0
2019,1.0,no,5000.0,petrol,145.0,52.3,13999.0
2014,1.4,no,35093.0,petrol,30.0,54.3,13999.0
2017,1.5,no,34638.0,petrol,145.0,55.4,13999.0
2014,2.0,yes,51400.0,diesel,150.0,56.5,13999.0
2019,1.6,no,14098.0,diesel,150.0,67.3,13999.0
2016,1.5,no,12602.0,diesel,20.0,72.4,13999.0
2017,2.5,no,34492.0,diesel,145.0,37.7,14000.0
2017,1.5,yes,14722.0,petrol,235.0,38.2,14000.0
2019,1.4,no,10800.0,petrol,145.0,47.9,14000.0
2014,2.0,no,14436.0,petrol,125.0,52.3,14000.0
2013,2.1,yes,39872.0,diesel,160.0,52.3,14000.0
2016,2.0,no,34986.0,diesel,145.0,54.3,14000.0
2017,1.4,no,20100.0,petrol,150.0,54.3,14000.0
2019,1.0,no,9427.0,petrol,145.0,55.4,14000.0
2017,1.4,no,12577.0,petrol,30.0,58.9,14000.0
2018,1.0,no,3595.0,petrol,145.0,58.9,14000.0
2017,1.0,no,43990.0,petrol,20.0,60.1,14000.0
2014,2.0,no,53460.0,diesel,30.0,60.1,14000.0
2016,2.0,no,23323.0,diesel,30.0,62.8,14000.0
2016,2.0,yes,48403.0,diesel,30.0,62.8,14000.0
2016,2.1,yes,45000.0,diesel,20.0,65.7,14000.0
2018,1.0,no,15167.0,petrol,150.0,65.7,14000.0
2017,2.0,yes,17740.0,diesel,150.0,68.9,14000.0
2017,1.6,no,10800.0,diesel,145.0,74.3,14000.0
2019,1.4,no,7717.0,petrol,145.0,39.2,14069.0
2017,1.6,no,13106.0,petrol,145.0,47.9,14070.0
2017,1.6,no,18977.0,petrol,145.0,52.3,14089.0
2018,1.0,no,13399.0,petrol,145.0,54.3,14090.0
2017,1.6,no,8418.0,petrol,145.0,44.8,14099.0
2016,2.0,yes,74659.0,diesel,145.0,54.3,14100.0
2016,1.5,no,18245.0,diesel,20.0,68.9,14152.0
2018,1.0,no,9293.0,petrol,145.0,54.3,14199.0
2018,1.4,no,5990.0,petrol,145.0,39.2,14200.0
2019,1.4,no,7388.0,petrol,145.0,39.2,14200.0
2019,1.5,no,20986.0,diesel,145.0,80.7,14200.0
2016,2.0,no,46816.0,diesel,30.0,62.8,14220.0
2016,2.0,no,25780.0,diesel,20.0,67.3,14237.0
2015,2.0,yes,51650.0,diesel,145.0,56.5,14247.0
2015,2.0,no,47085.0,diesel,145.0,54.3,14250.0
2019,1.4,no,10914.0,petrol,145.0,39.2,14255.0
2015,2.0,yes,36213.0,diesel,125.0,53.3,14255.0
2017,1.5,no,16212.0,diesel,145.0,64.2,14266.0
2016,2.0,no,23544.0,diesel,125.0,60.1,14270.0
2019,1.0,no,4325.0,petrol,150.0,52.3,14290.0
2019,1.4,no,10620.0,petrol,145.0,39.2,14291.0
2017,1.5,no,15936.0,petrol,150.0,55.4,14295.0
2019,1.0,no,7600.0,petrol,145.0,60.1,14295.0
2019,1.5,no,14412.0,petrol,145.0,47.1,14298.0
2016,1.4,no,29203.0,petrol,30.0,58.9,14298.0
2018,1.6,no,7165.0,diesel,145.0,70.6,14299.0
2016,1.5,yes,45991.0,diesel,20.0,74.3,14299.0
2018,1.6,no,10623.0,diesel,145.0,61.4,14300.0
2017,2.0,no,44156.0,diesel,20.0,70.6,14315.0
2019,1.0,no,9326.0,petrol,145.0,58.9,14320.0
2016,2.0,yes,33230.0,diesel,125.0,52.3,14331.0
2019,1.0,no,4122.0,petrol,145.0,58.9,14340.0
2017,1.5,no,18383.0,diesel,20.0,72.4,14371.0
2018,1.5,no,13452.0,diesel,145.0,80.7,14380.0
2016,1.4,no,13900.0,petrol,125.0,44.1,14390.0
2019,1.0,no,11543.0,petrol,145.0,60.1,14390.0
2018,1.0,no,7217.0,petrol,150.0,57.7,14394.0
2018,2.0,yes,28201.0,diesel,145.0,45.6,14399.0
2018,2.0,yes,28391.0,diesel,145.0,45.6,14399.0
2018,1.5,no,21181.0,petrol,145.0,47.1,14399.0
2019,1.0,yes,6967.0,petrol,145.0,48.7,14399.0
2018,1.0,no,15493.0,petrol,150.0,54.3,14400.0
2016,1.5,no,15325.0,diesel,20.0,72.4,14400.0
2018,1.0,no,29174.0,petrol,145.0,53.3,14406.0
2018,1.4,no,4552.0,petrol,150.0,55.4,14450.0
2017,2.0,no,61000.0,diesel,150.0,60.1,14450.0
2016,2.0,no,39089.0,diesel,20.0,68.9,14451.0
2017,2.0,no,53302.0,diesel,145.0,64.2,14460.0
2019,1.4,no,14098.0,petrol,145.0,39.2,14470.0
2019,1.0,no,20490.0,petrol,150.0,44.1,14470.0
2014,3.0,yes,75000.0,diesel,200.0,48.7,14480.0
2018,1.0,no,16326.0,petrol,150.0,54.3,14485.0
2018,1.0,no,6461.0,petrol,145.0,60.1,14488.0
2019,1.4,no,9487.0,petrol,145.0,39.2,14490.0
2019,1.2,no,2150.0,petrol,145.0,44.8,14490.0
2019,1.0,no,4000.0,petrol,145.0,52.3,14490.0
2019,1.6,no,13159.0,diesel,145.0,57.7,14490.0
2019,1.0,no,5518.0,petrol,145.0,58.9,14490.0
2017,2.0,yes,37758.0,diesel,145.0,60.1,14490.0
2017,1.7,no,20656.0,diesel,30.0,61.7,14490.0
2017,2.1,no,23000.0,diesel,30.0,62.8,14490.0
2017,1.5,no,22137.0,diesel,145.0,70.6,14490.0
2019,1.0,no,2689.0,petrol,145.0,49.6,14495.0
2015,2.0,no,23146.0,petrol,115.0,52.3,14495.0
2019,1.0,no,9263.0,petrol,150.0,52.3,14495.0
2018,1.5,no,6000.0,diesel,145.0,53.3,14495.0
2016,2.0,no,29265.0,diesel,150.0,53.3,14495.0
2019,1.0,no,1100.0,petrol,145.0,58.9,14495.0
2019,1.0,no,5736.0,petrol,145.0,60.1,14495.0
2017,1.0,no,8608.0,petrol,145.0,67.3,14495.0
2019,1.0,no,13235.0,petrol,145.0,58.9,14498.0
2016,1.4,no,30224.0,petrol,20.0,60.1,14498.0
2017,1.6,no,7891.0,diesel,30.0,61.4,14498.0
2017,1.7,no,9146.0,diesel,150.0,61.7,14498.0
2019,1.6,no,13141.0,diesel,145.0,68.9,14498.0
2019,1.4,no,9158.0,petrol,150.0,39.2,14499.0
2019,1.4,no,9472.0,petrol,150.0,39.2,14499.0
2018,2.0,yes,34715.0,diesel,145.0,51.4,14499.0
2019,1.0,no,9905.0,petrol,145.0,55.4,14499.0
2019,1.0,no,12783.0,petrol,145.0,55.4,14499.0
